,SampleID,Field,CropID,SampleDate,AnalysisDate,Parameter,DataType,WS_Current,WS_Ideal,WS_Needed,Mehlich_Current,Mehlich_Ideal,Mehlich_Needed,Current,Ideal,Needed
421,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Manganese,Nutrient,1.74,0.07,-1.67,17.6,26.96,9.36,,,
422,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Zinc,Nutrient,0.17,0.06,-0.11,4.22,16.18,11.96,,,
423,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Copper,Nutrient,0.37,0.04,-0.33,2.98,6.47,3.49,,,
424,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,1.05,3.24,2.19,,,
425,102924-sp-947,golf,8934,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,6.8,6.2,-0.6
426,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.13,0.64,0.51
427,102924-sp-947,golf,8934,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.2,0.7,0.5
428,102924-sp-947,golf,8934,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,22.0,80.0,58.0
429,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,2.96,7.0,4.04
430,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,110.01,1000.0,889.99
431,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,236.78,60.0,-176.78
432,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,79.2,120.0,40.8
433,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,0.0,30.0,30.0
434,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,0.02,40.0,39.98
435,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,55.0,68.0,6.57
436,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,32.0,12.0,3.81
437,102924-sp-947,golf,8934,2024-10-07,2024-10-29,K %,Saturation,,,,,,,1.0,3.5,0.15
438,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,4.0,1.0,0.42
439,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.6,4.0,
440,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,3.0,10.0,
441,102924-sp-947,golf,8934,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,10.95
442,102924-sp-947,golf,8934,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,92.0
443,102924-sp-947,golf,8934,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,11.85
444,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Calcium,Nutrient,43.43,40.0,-3.43,768.06,911.2,143.14,,,
445,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Magnesium,Nutrient,16.1,7.0,-9.1,204.29,96.48,-107.81,,,
446,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Potassium,Nutrient,16.32,13.0,-3.32,70.87,91.46,20.59,,,
447,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Sodium,Nutrient,30.21,10.0,-20.21,40.15,15.41,-24.74,,,
448,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Phosphorus,Nutrient,2.03,0.8,-1.23,11.47,91.46,79.99,,,
449,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Sulfur,Nutrient,10.29,2.0,-8.29,6.53,45.73,39.2,,,
450,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Chloride,Nutrient,55.43,20.0,-35.43,55.43,,,,,
451,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Silicon,Nutrient,22.63,20.0,-2.63,220.76,36.58,-184.18,,,
452,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Iodine,Nutrient,1.85,5.0,3.15,1.85,,,,,
453,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Boron,Nutrient,3.73,0.75,-2.98,0.49,0.91,0.42,,,
454,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.28,0.5,0.22,0.38,1.25,0.87,,,
455,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Selenium,Nutrient,2.58,0.5,-2.08,0.77,1.83,1.06,,,
456,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Aluminum,Nutrient,6.92,1.0,-5.92,312.29,194.96,-117.33,,,
457,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Iron,Nutrient,8.46,0.75,-7.71,97.48,30.49,-67.0,,,
458,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Manganese,Nutrient,5.54,0.07,-5.47,77.14,15.24,-61.9,,,
459,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Zinc,Nutrient,0.2,0.06,-0.14,13.59,9.15,-4.44,,,
460,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Copper,Nutrient,0.38,0.04,-0.34,2.17,3.66,1.49,,,
461,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,1.46,1.83,0.37,,,
462,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,6.52,6.2,-0.32
463,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.06,0.64,0.58
464,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.09,0.7,0.61
465,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,42.0,80.0,38.0
466,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,3.02,7.0,3.98
467,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,172.39,1000.0,827.61
468,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,216.11,60.0,-156.11
469,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,80.2,120.0,39.8
470,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,0.0,30.0,30.0
471,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,1.14,40.0,38.86
472,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,57.0,68.0,3.84
473,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,25.0,12.0,1.7
474,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,K %,Saturation,,,,,,,3.0,3.5,0.18
475,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,3.0,1.0,0.17
476,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.88,4.0,
477,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,7.2,10.0,
478,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,5.89
479,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,88.0
480,102924-sp-948,bi-1,9300,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,6.7
481,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Calcium,Nutrient,41.41,40.0,-1.41,733.41,796.96,63.55,,,
482,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Magnesium,Nutrient,14.19,7.0,-7.19,165.35,84.38,-80.97,,,
483,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Potassium,Nutrient,36.78,13.0,-23.78,111.97,79.99,-31.98,,,
484,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Sodium,Nutrient,38.26,10.0,-28.26,46.03,13.48,-32.55,,,
485,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Phosphorus,Nutrient,2.12,0.8,-1.32,10.84,79.99,69.15,,,
486,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Sulfur,Nutrient,23.7,2.0,-21.7,8.96,39.99,31.03,,,
487,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Chloride,Nutrient,98.13,20.0,-78.13,98.13,,,,,
488,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Silicon,Nutrient,32.0,20.0,-12.0,212.31,32.0,-180.31,,,
489,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Iodine,Nutrient,3.08,5.0,1.92,3.08,,,,,
490,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Boron,Nutrient,4.23,0.75,-3.48,0.98,0.8,-0.18,,,
491,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.42,0.5,0.08,0.27,1.25,0.98,,,
492,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Selenium,Nutrient,1.61,0.5,-1.11,0.59,1.6,1.01,,,
493,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Aluminum,Nutrient,13.01,1.0,-12.01,188.86,159.54,-29.32,,,
494,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Iron,Nutrient,16.34,0.75,-15.59,79.77,26.66,-53.11,,,
495,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Manganese,Nutrient,1.67,0.07,-1.6,57.19,13.33,-43.86,,,
496,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Zinc,Nutrient,0.24,0.06,-0.18,1.85,8.0,6.15,,,
497,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Copper,Nutrient,0.3,0.04,-0.26,1.64,3.2,1.56,,,
498,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,1.52,1.6,0.08,,,
499,102924-sp-949,daf,8929,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,6.93,6.2,-0.73
500,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.04,0.64,0.6
501,102924-sp-949,daf,8929,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.07,0.7,0.63
502,102924-sp-949,daf,8929,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,18.0,80.0,62.0
503,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,1.42,7.0,5.58
504,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,94.41,1000.0,905.59
505,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,220.08,60.0,-160.08
506,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,48.4,120.0,71.6
507,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,0.0,30.0,30.0
508,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,1.21,40.0,38.79
509,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,63.0,68.0,3.67
510,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,24.0,12.0,1.38
511,102924-sp-949,daf,8929,2024-10-07,2024-10-29,K %,Saturation,,,,,,,5.0,3.5,0.29
512,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,3.0,1.0,0.2
513,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.47,4.0,
514,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,1.05,10.0,
515,102924-sp-949,daf,8929,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,5.54
516,102924-sp-949,daf,8929,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,94.0
517,102924-sp-949,daf,8929,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,5.86
518,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Calcium,Nutrient,88.07,40.0,-48.07,3397.64,3002.88,-394.76,,,
519,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Magnesium,Nutrient,19.68,7.0,-12.68,519.25,317.95,-201.3,,,
520,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Potassium,Nutrient,0.28,13.0,12.72,173.41,301.39,127.98,,,
521,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Sodium,Nutrient,30.85,10.0,-20.85,73.47,50.78,-22.69,,,
522,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Phosphorus,Nutrient,1.81,0.8,-1.01,16.47,301.39,284.92,,,
523,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Sulfur,Nutrient,16.93,2.0,-14.93,5.85,150.7,144.85,,,
524,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Chloride,Nutrient,55.1,20.0,-35.1,55.1,,,,,
525,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Silicon,Nutrient,11.97,20.0,8.03,250.78,120.56,-130.22,,,
526,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Iodine,Nutrient,1.82,5.0,3.18,1.82,,,,,
527,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Boron,Nutrient,3.34,0.75,-2.59,1.14,3.0,1.86,,,
528,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.07,0.5,0.43,0.31,1.25,0.94,,,
529,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Selenium,Nutrient,1.34,0.5,-0.84,1.03,6.03,5.0,,,
530,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Aluminum,Nutrient,0.0,1.0,1.0,234.12,122.5,-111.62,,,
531,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Iron,Nutrient,1.95,0.75,-1.2,61.25,100.46,39.21,,,
532,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Manganese,Nutrient,1.79,0.07,-1.72,77.78,50.23,-27.55,,,
533,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Zinc,Nutrient,0.15,0.06,-0.09,2.36,30.14,27.78,,,
534,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Copper,Nutrient,0.33,0.04,-0.29,2.82,12.06,9.24,,,
535,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,1.79,6.03,4.24,,,
536,102924-sp-950,terk,8939,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,7.45,6.2,-1.25
537,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.2,0.64,0.44
538,102924-sp-950,terk,8939,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.32,0.7,0.38
539,102924-sp-950,terk,8939,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,-10.0,80.0,90.0
540,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,4.48,7.0,2.52
541,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,146.4,1000.0,853.6
542,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,405.52,60.0,-345.52
543,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,94.8,120.0,25.2
544,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,0.0,30.0,30.0
545,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,0.77,40.0,39.23
546,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,77.0,68.0,16.99
547,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,20.0,12.0,4.33
548,102924-sp-950,terk,8939,2024-10-07,2024-10-29,K %,Saturation,,,,,,,2.0,3.5,0.44
549,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,1.0,1.0,0.32
550,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,0.0,4.0,
551,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,0.0,10.0,
552,102924-sp-950,terk,8939,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,22.08
553,102924-sp-950,terk,8939,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,100.0
554,102924-sp-950,terk,8939,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,22.08
555,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Calcium,Nutrient,45.31,40.0,-5.31,2057.82,2324.24,266.42,,,
556,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Magnesium,Nutrient,14.41,7.0,-7.41,533.91,246.1,-287.81,,,
557,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Potassium,Nutrient,23.92,13.0,-10.92,171.73,233.28,61.55,,,
558,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Sodium,Nutrient,34.24,10.0,-24.24,59.52,39.31,-20.21,,,
559,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Phosphorus,Nutrient,2.09,0.8,-1.29,14.57,233.28,218.71,,,
560,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Sulfur,Nutrient,31.01,2.0,-29.01,16.0,116.64,100.64,,,
561,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Chloride,Nutrient,70.27,20.0,-50.27,70.27,,,,,
562,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Silicon,Nutrient,21.04,20.0,-1.04,247.49,93.31,-154.18,,,
563,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Iodine,Nutrient,1.84,5.0,3.16,1.84,,,,,
564,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Boron,Nutrient,3.92,0.75,-3.17,0.72,2.32,1.6,,,
565,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.45,0.5,0.05,0.32,1.25,0.93,,,
566,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Selenium,Nutrient,2.81,0.5,-2.31,0.64,4.67,4.03,,,
567,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Aluminum,Nutrient,0.71,1.0,0.29,322.98,127.26,-195.72,,,
568,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Iron,Nutrient,3.58,0.75,-2.83,63.63,77.76,14.13,,,
569,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Manganese,Nutrient,0.25,0.07,-0.18,26.89,38.88,11.99,,,
570,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Zinc,Nutrient,0.15,0.06,-0.09,1.83,23.33,21.5,,,
571,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Copper,Nutrient,0.2,0.04,-0.16,2.07,9.33,7.26,,,
572,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,1.17,4.67,3.5,,,
573,102924-sp-951,daf,8929,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,6.67,6.2,-0.47
574,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.16,0.64,0.48
575,102924-sp-951,daf,8929,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.25,0.7,0.45
576,102924-sp-951,daf,8929,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,34.0,80.0,46.0
577,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,3.26,7.0,3.74
578,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,91.81,1000.0,908.19
579,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,77.16,60.0,-17.16
580,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,82.6,120.0,37.4
581,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,0.0,30.0,30.0
582,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,0.0,40.0,40.0
583,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,60.0,68.0,10.29
584,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,26.0,12.0,4.45
585,102924-sp-951,daf,8929,2024-10-07,2024-10-29,K %,Saturation,,,,,,,3.0,3.5,0.44
586,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,2.0,1.0,0.26
587,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.73,4.0,
588,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,4.95,10.0,
589,102924-sp-951,daf,8929,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,15.44
590,102924-sp-951,daf,8929,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,90.0
591,102924-sp-951,daf,8929,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,17.09
592,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Calcium,Nutrient,33.46,40.0,6.54,544.65,723.52,178.87,,,
593,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Magnesium,Nutrient,14.07,7.0,-7.07,223.7,76.61,-147.09,,,
594,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Potassium,Nutrient,11.19,13.0,1.81,57.86,72.62,14.76,,,
595,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Sodium,Nutrient,51.21,10.0,-41.21,69.46,12.24,-57.22,,,
596,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Phosphorus,Nutrient,2.61,0.8,-1.81,8.39,72.62,64.23,,,
597,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Sulfur,Nutrient,17.0,2.0,-15.0,3.96,36.31,32.35,,,
598,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Chloride,Nutrient,89.55,20.0,-69.55,89.55,,,,,
599,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Silicon,Nutrient,28.41,20.0,-8.41,133.36,29.05,-104.31,,,
600,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Iodine,Nutrient,2.43,5.0,2.57,2.43,,,,,
601,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Boron,Nutrient,4.29,0.75,-3.54,0.78,0.72,-0.06,,,
602,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Molybdenum,Nutrient,0.16,0.5,0.34,0.23,1.25,1.02,,,
603,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Selenium,Nutrient,2.18,0.5,-1.68,0.44,1.45,1.01,,,
604,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Aluminum,Nutrient,12.87,1.0,-11.87,154.33,74.86,-79.47,,,
605,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Iron,Nutrient,16.38,0.75,-15.63,37.43,24.21,-13.22,,,
606,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Manganese,Nutrient,1.82,0.07,-1.75,18.74,12.1,-6.64,,,
607,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Zinc,Nutrient,0.23,0.06,-0.17,1.71,7.26,5.55,,,
608,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Copper,Nutrient,0.19,0.04,-0.15,0.95,2.9,1.95,,,
609,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Cobalt,Nutrient,0.0,0.03,0.03,0.97,1.45,0.48,,,
610,102924-sp-952,daf,8929,2024-10-07,2024-10-29,pH (1:1),Water Soluble,,,,,,,6.93,6.2,-0.73
611,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Soluble Salts,Water Soluble,,,,,,,0.04,0.64,0.6
612,102924-sp-952,daf,8929,2024-10-07,2024-10-29,EC,Water Soluble,,,,,,,0.07,0.7,0.63
613,102924-sp-952,daf,8929,2024-10-07,2024-10-29,ORP,Water Soluble,,,,,,,24.0,80.0,56.0
614,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Organic Matter,Water Soluble,,,,,,,1.72,7.0,5.28
615,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Active Carbon,Water Soluble,,,,,,,104.81,1000.0,895.19
616,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Bicarbonates,Water Soluble,,,,,,,213.76,60.0,-153.76
617,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Est N from OM in lb,Water Soluble,,,,,,,54.4,120.0,65.6
618,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Nitrate,Water Soluble,,,,,,,0.0,30.0,30.0
619,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Ammonium,Water Soluble,,,,,,,1.03,40.0,38.97
620,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Ca %,Saturation,,,,,,,51.0,68.0,2.72
621,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Mg %,Saturation,,,,,,,35.0,12.0,1.86
622,102924-sp-952,daf,8929,2024-10-07,2024-10-29,K %,Saturation,,,,,,,3.0,3.5,0.15
623,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Na %,Saturation,,,,,,,6.0,1.0,0.3
624,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Other Bases,Saturation,,,,,,,4.47,4.0,
625,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Ex H+,Saturation,,,,,,,1.05,10.0,
626,102924-sp-952,daf,8929,2024-10-07,2024-10-29,CEC (meq),Saturation,,,,,,,,,5.03
627,102924-sp-952,daf,8929,2024-10-07,2024-10-29,Total Sat (%),Saturation,,,,,,,,,94.0
628,102924-sp-952,daf,8929,2024-10-07,2024-10-29,TCEC (meq),Saturation,,,,,,,,,5.32
629,102924-sp-953,daf,8929,2024-10-07,2024-10-29,Calcium,Nutrient,48.66,40.0,-8.66,2020.92,2389.52,368.6,,,
630,102924-sp-953,daf,8929,2024-10-07,2024-10-29,Magnesium,Nutrient,16.3,7.0,-9.3,567.77,253.01,-314.76,,,
631,102924-sp-953,daf,8929,2024-10-07,2024-10-29,Potassium,Nutrient,9.77,13.0,3.23,145.47,239.83,94.36,,,
632,102924-sp-953,daf,8929,2024-10-07,2024-10-29,Sodium,Nutrient,36.7,10.0,-26.7,65.55,40.41,-25.14,,,
633,102924-sp-953,daf,8929,2024-10-07,2024-10-29,Phosphorus,Nutrient,1.76,0.8,-0.96,8.17,239.83,231.66,,,
634,102924-sp-953,daf,8929,2024-10-07,2024-10-29,Sulfur,Nutrient,42.01,2.0,-40.01,32.51,119.92,87.41,,,
635,102924-sp-953,daf,8929,2024-10-07,2024-10-29,Chloride,Nutrient,32.83,20.0,-12.83,32.83,,,,,
636,102924-sp-953,daf,8929,2024-10-07,2024-10-29,Silicon,Nutrient,26.5,20.0,-6.5,286.22,95.93,-190.29,,,
637,102924-sp-953,daf,8929,2024-10-07,2024-10-29,Iodine,Nutrient,10.96,5.0,-5.96,10.96,,,,,
